category,element,variable,statistic,unit,year,value
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.2322044555
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.2639280295
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.2949266772
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.3249903080999998
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.3472520872
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.3665335344
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.3833194786446603
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.393504094017618
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.40228620273328
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.410643729794432
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.4178220195140585
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.4241545590578886
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.434923667328943
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.4475609832861402
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.4603981096458902
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.474218683158376
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.4861314288655187
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.500532115719348
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.5103025784688393
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.5148437669565795
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.5212434452687054
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.52550055744876
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.5286586699562772
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.5339305653011386
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,1.543186266463195
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,1.5560577259376198
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,1.569357266749811
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,1.5829055285033815
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,1.5950076937169173
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,1.6033347960750624
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,1.613666536048104
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,1.618553951290539
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,1.6177466869076282
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,1.6231368912083814
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,1.6303560767165337
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,1.640280019054598
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,1.6473765920912444
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,1.6534427738803856
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,1.660970618353686
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,1.6612186744419013
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,1.6660006405604604
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,1.6631146227951978
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,1.6609822231543283
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,1.6610397246535784
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2065,1.6606237347568262
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2066,1.6599164204201615
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2067,1.6649786837331813
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2068,1.668665161816301
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2069,1.6713539514175917
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2070,1.6730554565280047
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2071,1.6718172760418308
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2072,1.6697199947100358
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2073,1.6677091810582827
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2074,1.6661580658912862
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2075,1.6633085390719102
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2076,1.662041284355399
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2077,1.657652948424528
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2078,1.657558960918809
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2079,1.6599110247459834
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2080,1.6611542249693498
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2081,1.656658528399268
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2082,1.6580613572590794
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2083,1.6586117733627912
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2084,1.6579931602979356
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2085,1.653444713084882
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2086,1.6409688319327973
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2087,1.6285413912725448
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2088,1.6221657996010597
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2089,1.6174980347506225
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2090,1.6114514467628174
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2091,1.612812429468785
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2092,1.615289614729905
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2093,1.6109064594163
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2094,1.601664013323954
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2095,1.590360359143361
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2096,1.577922203159427
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2097,1.564209472993509
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2098,1.549506013580982
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2099,1.5370947605613143
C4,lower,Surface Temperature (GSAT) relative to 1850-1900,Minimum of (5th percentile across scenarios in the category of MAGICC7 median warming projections and 5th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2100,1.526510692876642
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2015,1.115570074
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2016,1.1404760770122375
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2017,1.169425408613994
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2018,1.1975768810765235
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2019,1.2234746555476488
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2020,1.2486483332804006
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2021,1.275263478737225
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2022,1.3062308561385492
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2023,1.3360128569288408
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2024,1.3701445686
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2025,1.3960723568
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2026,1.4172416901999998
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2027,1.4367147821
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2028,1.4601233461999998
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2029,1.4853793952
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2030,1.5092215044
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2031,1.5328961628
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2032,1.5593058769
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2033,1.5870214204
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2034,1.6181586846
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2035,1.6475363016
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2036,1.6769807652
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2037,1.7023394009
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2038,1.7221593351
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2039,1.7407122942
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2040,1.754571848
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2041,1.7636440343000002
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2042,1.7738184855
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2043,1.7830095276
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2044,1.7944728145
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2045,1.8093948095
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2046,1.8261066164
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2047,1.8447329973
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2048,1.8615887387
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2049,1.8733226917
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2050,1.8805387015
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2051,1.8827683868
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2052,1.8843572797
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2053,1.8875222283
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2054,1.8918338106
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2055,1.8982960895
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2056,1.9093366634
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2057,1.9210504655
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2058,1.92949866
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2059,1.9371540919
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2060,1.9450642828
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2061,1.94901573
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2062,1.9534200287
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2063,1.9546349307
C4,upper,Surface Temperature (GSAT) relative to 1850-1900,Maximum of (95th percentile across scenarios in the category of MAGICC7 median warming projections and 95th percentile across scenarios in the category of FaIRv1.6.2 median warming projections),K,2064,1.9559653506
